domain,q_id,k,total_parts,hit_parts,mean_part_recall,total_items,mean_item_coverage,all_parts_items,all_parts_rate,weighted_item_coverage,weighted_evidence_score,core_item_coverage,core_evidence_recall,zero_hit_items,answer_facts,strict_answer_facts,answer_fact_coverage,mean_answer_fact_input_coverage,answer_groups,hit_answer_groups,numeric_group_coverage,numeric_question_complete,strict_multi_input_fact_count,strict_multi_input_hit_count,strict_complete_input_retrieval_rate
evidence,Q10,50,26,9,0.346153846154,16,0.34375,5,0.3125,0.369565217391,0.347826086957,0.428571428571,0.428571428571,10,,,,,,,,,,,
numeric,Q11,1,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,0,0,
numeric,Q11,3,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
numeric,Q11,5,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
numeric,Q11,10,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
numeric,Q11,20,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
numeric,Q11,50,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
evidence,Q12,1,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,3,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,5,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,10,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,20,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,50,14,7,0.5,11,0.545454545455,6,0.545454545455,0.627906976744,0.627906976744,0.75,0.75,5,,,,,,,,,,,
numeric,Q13,1,,,,,,,,,,,,,2,0,0.0,0.5,2,0,0.0,False,2,0,0.0
numeric,Q13,3,,,,,,,,,,,,,2,0,0.0,0.5,2,0,0.0,False,2,0,0.0
numeric,Q13,5,,,,,,,,,,,,,2,0,0.0,0.5,2,0,0.0,False,2,0,0.0
numeric,Q13,10,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,2,2,1.0
numeric,Q13,20,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,2,2,1.0
numeric,Q13,50,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,2,2,1.0
evidence,Q14,1,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,3,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,5,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,10,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,20,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,50,25,2,0.08,15,0.066666666667,0,0.0,0.071428571429,0.0,0.083333333333,0.0,13,,,,,,,,,,,
evidence,Q15,1,34,0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,7,,,,,,,,,,,
evidence,Q15,3,34,0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,7,,,,,,,,,,,
evidence,Q15,5,34,0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,7,,,,,,,,,,,
evidence,Q15,10,34,2,0.058823529412,7,0.071428571429,0,0.0,0.088235294118,0.0,0.1,0.0,6,,,,,,,,,,,
evidence,Q15,20,34,6,0.176470588235,7,0.178571428571,0,0.0,0.202205882353,0.0,0.225,0.0,3,,,,,,,,,,,
evidence,Q15,50,34,17,0.5,7,0.5,0,0.0,0.5,0.0,0.5,0.0,0,,,,,,,,,,,
evidence,Q16,1,46,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q16,3,46,1,0.021739130435,11,0.045454545455,0,0.0,0.055555555556,0.0,0.071428571429,0.0,10,,,,,,,,,,,
evidence,Q16,5,46,1,0.021739130435,11,0.045454545455,0,0.0,0.055555555556,0.0,0.071428571429,0.0,10,,,,,,,,,,,
evidence,Q16,10,46,2,0.04347826087,11,0.090909090909,1,0.090909090909,0.111111111111,0.111111111111,0.142857142857,0.142857142857,10,,,,,,,,,,,
evidence,Q16,20,46,2,0.04347826087,11,0.090909090909,1,0.090909090909,0.111111111111,0.111111111111,0.142857142857,0.142857142857,10,,,,,,,,,,,
evidence,Q16,50,46,16,0.347826086957,11,0.404545454545,2,0.181818181818,0.409259259259,0.166666666667,0.416666666667,0.142857142857,2,,,,,,,,,,,
