domain,q_id,k,total_parts,hit_parts,mean_part_recall,total_items,mean_item_coverage,all_parts_items,all_parts_rate,weighted_item_coverage,weighted_evidence_score,core_item_coverage,core_evidence_recall,zero_hit_items,answer_facts,strict_answer_facts,answer_fact_coverage,mean_answer_fact_input_coverage,answer_groups,hit_answer_groups,numeric_group_coverage,numeric_question_complete,strict_multi_input_fact_count,strict_multi_input_hit_count,strict_complete_input_retrieval_rate
numeric,Q08,10,,,,,,,,,,,,,1,0,0.0,0.0,1,0,0.0,False,1,0,0.0
numeric,Q08,20,,,,,,,,,,,,,1,0,0.0,0.0,1,0,0.0,False,1,0,0.0
numeric,Q08,50,,,,,,,,,,,,,1,0,0.0,0.0,1,0,0.0,False,1,0,0.0
evidence,Q09,1,22,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q09,3,22,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q09,5,22,4,0.181818181818,11,0.181818181818,0,0.0,0.235294117647,0.0,0.333333333333,0.0,7,,,,,,,,,,,
evidence,Q09,10,22,10,0.454545454545,11,0.454545454545,3,0.272727272727,0.529411764706,0.294117647059,0.666666666667,0.333333333333,4,,,,,,,,,,,
evidence,Q09,20,22,10,0.454545454545,11,0.454545454545,3,0.272727272727,0.529411764706,0.294117647059,0.666666666667,0.333333333333,4,,,,,,,,,,,
evidence,Q09,50,22,14,0.636363636364,11,0.636363636364,5,0.454545454545,0.691176470588,0.5,0.833333333333,0.666666666667,2,,,,,,,,,,,
evidence,Q10,1,26,0,0.0,16,0.0,0,0.0,0.0,0.0,0.0,0.0,16,,,,,,,,,,,
evidence,Q10,3,26,0,0.0,16,0.0,0,0.0,0.0,0.0,0.0,0.0,16,,,,,,,,,,,
evidence,Q10,5,26,4,0.153846153846,16,0.1875,3,0.1875,0.260869565217,0.260869565217,0.428571428571,0.428571428571,13,,,,,,,,,,,
evidence,Q10,10,26,7,0.269230769231,16,0.296875,4,0.25,0.336956521739,0.304347826087,0.428571428571,0.428571428571,10,,,,,,,,,,,
evidence,Q10,20,26,8,0.307692307692,16,0.3125,4,0.25,0.347826086957,0.304347826087,0.428571428571,0.428571428571,10,,,,,,,,,,,
evidence,Q10,50,26,9,0.346153846154,16,0.34375,5,0.3125,0.369565217391,0.347826086957,0.428571428571,0.428571428571,10,,,,,,,,,,,
numeric,Q11,1,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,0,0,
numeric,Q11,3,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,0,0,
numeric,Q11,5,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,0,0,
numeric,Q11,10,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,0,0,
numeric,Q11,20,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
numeric,Q11,50,,,,,,,,,,,,,2,2,1.0,1.0,2,2,1.0,True,0,0,
evidence,Q12,1,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,3,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,5,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,10,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,20,14,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q12,50,14,2,0.142857142857,11,0.136363636364,1,0.090909090909,0.104651162791,0.06976744186,0.0,0.0,9,,,,,,,,,,,
numeric,Q13,1,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,2,0,0.0
numeric,Q13,3,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,2,0,0.0
numeric,Q13,5,,,,,,,,,,,,,2,0,0.0,0.0,2,0,0.0,False,2,0,0.0
numeric,Q13,10,,,,,,,,,,,,,2,0,0.0,0.5,2,0,0.0,False,2,0,0.0
numeric,Q13,20,,,,,,,,,,,,,2,0,0.0,0.5,2,0,0.0,False,2,0,0.0
numeric,Q13,50,,,,,,,,,,,,,2,0,0.0,0.5,2,0,0.0,False,2,0,0.0
evidence,Q14,1,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,3,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,5,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,10,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,20,25,0,0.0,15,0.0,0,0.0,0.0,0.0,0.0,0.0,15,,,,,,,,,,,
evidence,Q14,50,25,2,0.08,15,0.066666666667,0,0.0,0.071428571429,0.0,0.083333333333,0.0,13,,,,,,,,,,,
evidence,Q15,1,34,0,0.0,7,0.0,0,0.0,0.0,0.0,0.0,0.0,7,,,,,,,,,,,
evidence,Q15,3,34,3,0.088235294118,7,0.071428571429,0,0.0,0.069852941176,0.0,0.075,0.0,4,,,,,,,,,,,
evidence,Q15,5,34,3,0.088235294118,7,0.071428571429,0,0.0,0.069852941176,0.0,0.075,0.0,4,,,,,,,,,,,
evidence,Q15,10,34,6,0.176470588235,7,0.142857142857,0,0.0,0.139705882353,0.0,0.15,0.0,4,,,,,,,,,,,
evidence,Q15,20,34,13,0.382352941176,7,0.321428571429,0,0.0,0.323529411765,0.0,0.35,0.0,2,,,,,,,,,,,
evidence,Q15,50,34,18,0.529411764706,7,0.464285714286,0,0.0,0.481617647059,0.0,0.525,0.0,1,,,,,,,,,,,
evidence,Q16,1,46,0,0.0,11,0.0,0,0.0,0.0,0.0,0.0,0.0,11,,,,,,,,,,,
evidence,Q16,3,46,1,0.021739130435,11,0.045454545455,0,0.0,0.055555555556,0.0,0.071428571429,0.0,10,,,,,,,,,,,
evidence,Q16,5,46,1,0.021739130435,11,0.045454545455,0,0.0,0.055555555556,0.0,0.071428571429,0.0,10,,,,,,,,,,,
evidence,Q16,10,46,1,0.021739130435,11,0.045454545455,0,0.0,0.055555555556,0.0,0.071428571429,0.0,10,,,,,,,,,,,
evidence,Q16,20,46,2,0.04347826087,11,0.090909090909,1,0.090909090909,0.111111111111,0.111111111111,0.142857142857,0.142857142857,10,,,,,,,,,,,
evidence,Q16,50,46,15,0.326086956522,11,0.386363636364,2,0.181818181818,0.398148148148,0.166666666667,0.416666666667,0.142857142857,3,,,,,,,,,,,
